2025-07-16 16:25:47.583, 78.3, 21.2, 12129
2025-07-16 16:25:47.991, 80.0, 19.9, 14217
2025-07-16 16:25:48.315, 93.0, 7.0, 16183
2025-07-16 16:25:48.755, 83.9, 16.1, 16437
2025-07-16 16:25:49.110, 81.1, 18.9, 13941
2025-07-16 16:25:49.484, 85.6, 14.4, 14811
2025-07-16 16:25:49.827, 91.1, 8.9, 16507
2025-07-16 16:25:50.191, 80.2, 19.8, 14010
2025-07-16 16:25:50.483, 82.1, 17.9, 14307
2025-07-16 16:25:50.871, 92.9, 7.0, 15831
2025-07-16 16:25:51.178, 85.8, 14.2, 15150
2025-07-16 16:25:51.494, 80.2, 19.8, 13614
2025-07-16 16:25:51.801, 84.5, 15.5, 14534
2025-07-16 16:25:52.126, 92.6, 7.4, 16445
2025-07-16 16:25:52.438, 81.9, 18.1, 13016
2025-07-16 16:25:52.806, 81.5, 18.5, 13983
2025-07-16 16:25:53.152, 91.9, 8.1, 16097
2025-07-16 16:25:53.542, 85.0, 15.0, 15316
2025-07-16 16:25:53.874, 81.6, 18.4, 13768
2025-07-16 16:25:54.263, 90.0, 10.0, 15775
2025-07-16 16:25:54.643, 89.4, 10.6, 16247
2025-07-16 16:25:54.946, 81.6, 18.4, 13767
2025-07-16 16:25:55.283, 82.4, 17.6, 14696
2025-07-16 16:25:55.580, 91.9, 8.1, 16177
2025-07-16 16:25:55.914, 84.8, 15.2, 14636
2025-07-16 16:25:56.256, 80.8, 19.2, 13817
2025-07-16 16:25:56.623, 89.9, 10.1, 15909
2025-07-16 16:25:57.023, 87.2, 12.8, 16270
2025-07-16 16:25:57.350, 80.9, 19.1, 13802
2025-07-16 16:25:57.663, 82.9, 17.1, 14554
2025-07-16 16:25:57.943, 92.3, 7.7, 16217
2025-07-16 16:25:58.310, 83.9, 16.1, 14366
2025-07-16 16:25:58.616, 81.0, 19.0, 13709
2025-07-16 16:25:58.930, 88.5, 11.5, 15597
2025-07-16 16:25:59.276, 89.5, 10.5, 15958
2025-07-16 16:25:59.566, 81.6, 18.4, 13880
2025-07-16 16:25:59.904, 83.7, 16.3, 14159
2025-07-16 16:26:00.266, 91.7, 8.3, 15954
2025-07-16 16:26:00.637, 85.7, 14.3, 15062
2025-07-16 16:26:00.918, 82.2, 17.8, 14082
2025-07-16 16:26:01.281, 87.6, 12.4, 14995
2025-07-16 16:26:01.583, 89.9, 10.1, 15892
2025-07-16 16:26:01.929, 82.3, 17.7, 13731
2025-07-16 16:26:02.249, 87.3, 12.7, 14535
2025-07-16 16:26:02.585, 89.1, 6.6, 14293
2025-07-16 16:26:02.851, 4.5, 1.0, 11008
